title,company,location,salary_min,salary_max,posting_date,description,category,contract_type
Data Analyst Trainee,Newto Training,"London, UK",25000,78000,2026-04-08T03:23:42Z,"Are you ready to start a new career in Data Analysis? The demand for Data Analysts has grown by 20% annually, with experienced professionals earning salaries upwards of £58,000. In today’s digital world, data is critical to business decision-making, making the role of a Data Analyst indispensable. As skills shortages continue to grow, the demand for qualified entry-level professionals is on the rise. With our Data Analytics career programme we will provide you with: 8 training modules: Excel, S…",IT Jobs,permanent
Senior Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",70000,95000,2026-04-17T00:17:25Z,"Senior Data Analyst London, Hybrid Salary up to £95,000 This is a high impact Senior Data Analyst role where your insights will directly shape how customers are engaged, retained, and understood at scale. Rather than focusing on reporting alone, this position is about uncovering behavioural signals, building meaningful player cohorts, and influencing commercial and digital decision making across a complex consumer environment. The Company They are a large scale, digitally led consumer organisat…",IT Jobs,permanent
"Data Analyst (SQL, Power BI)",Harnham - Data & Analytics Recruitment,"London, UK",45000,50000,2026-04-14T22:25:16Z,"Data Analyst (SQL, Power BI) London (Hybrid) We're partnering with a leading real estate business to hire a Data Analyst into their Group Finance team. This role sits within FP&A and focuses on financial reporting, data visualisation, and delivering insight to senior stakeholders , while supporting ongoing reporting transformation. Key Responsibilities: Own and enhance monthly finance & KPI reporting (Power BI / Power Query) Build dashboards and improve data models and visualisations Manage and…",Accounting & Finance Jobs,permanent
Data Analyst - Finance - Aristocrat,Aristocrat,"London, UK",56896.71,56896.71,2026-04-12T14:03:47Z,"The Data Analyst will be a key member of the Enterprise Finance Reporting and Insights Center of Excellence team. This role is responsible for providing excellent products and services in the form of reports, insights, and cross-collaboration across the Global Finance organization with an emphasis on Global Gaming, to build sustainable automated reports, dashboards, and visualizations used by the Finance Teams to highlight data trends, anomalies, and reduce manual tasks. We are seeking a multif…",Accounting & Finance Jobs,
Data Analyst Career Launch (Lewisham),ITonlinelearning Recruitment,"Catford, South East London",34080.11,34080.11,2026-04-17T12:14:07Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Employment Accelerator (Brent),ITonlinelearning Recruitment,"Barn Hill, North West London",35003.64,35003.64,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Career Bootcamp (Wandsworth),ITonlinelearning Recruitment,"Wandsworth, South West London",43861.46,43861.46,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Training with Job Placement (Ealing),ITonlinelearning Recruitment,"Ealing, West London",30078.57,30078.57,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Job Guaranteed Programme (Islington),ITonlinelearning Recruitment,"Islington, North London",40111.59,40111.59,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Beginner Data Analyst Training (Lambeth),ITonlinelearning Recruitment,"Brixton, South West London",37534.91,37534.91,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Career Accelerator (Hackney),ITonlinelearning Recruitment,"London Fields, East London",41464.19,41464.19,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Junior Data Analyst Bootcamp (Merton),ITonlinelearning Recruitment,"Wimbledon, South West London",39621.9,39621.9,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Job Placement Data Analyst Training (Croydon),ITonlinelearning Recruitment,"Beddington, Croydon",30243.01,30243.01,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Beginner Data Analyst Training (Camden),ITonlinelearning Recruitment,"Somers Town, North West London",35586.96,35586.96,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Certification Pathway (Hounslow),ITonlinelearning Recruitment,"Cranford, Hounslow",39841.97,39841.97,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Zero to Data Analyst Programme (Croydon),ITonlinelearning Recruitment,"Beddington, Croydon",35045.22,35045.22,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Bootcamp with Job Guarantee (Hillingdon),ITonlinelearning Recruitment,"Cowley, Uxbridge",58277.7,58277.7,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Certified Data Analyst Programme (Ealing),ITonlinelearning Recruitment,"Ealing, West London",34048.17,34048.17,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Guaranteed Data Analyst Course (Westminster),ITonlinelearning Recruitment,"Westminster, South West London",43113.35,43113.35,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Junior Data Analyst Training (Bromley),ITonlinelearning Recruitment,"Shortlands, Bromley",31822.64,31822.64,2026-04-17T12:13:56Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Career Kickstart (Greenwich),ITonlinelearning Recruitment,"Woolwich, South East London",29611.54,29611.54,2026-04-17T12:14:04Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Foundation Data Analyst Programme (Greenwich),ITonlinelearning Recruitment,"Woolwich, South East London",35154.65,35154.65,2026-04-17T12:14:04Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Training Program (Haringey),ITonlinelearning Recruitment,"Alexandra Palace, North London",43064,43064,2026-04-17T12:14:04Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Protection Analyst,4Square Recruitment Ltd,"London, UK",40000,50000,2026-04-08T01:54:26Z,Data Protection Analyst London / Hybrid Competitive Benefits My client based in London is seeking a Data Protection Analyst to join their team for a permanent role. Key Responsibilities: Create and Enforce Data Protection Rules: Develop and implement policies to ensure the organisation follows data protection laws. Monitor Compliance: Regularly check that data handling activities comply with UK GDPR and other data protection rules. Handle Data Breaches: Help respond to data breaches by investig…,IT Jobs,permanent
Senior Data Analyst - eFinancialCareers Global,eFinancialCareers Global,"London, UK",84703.52,84703.52,2026-03-13T18:30:21Z,"The Opportunity: Help shape a Global Marketplace eFinancialCareers is the world’s leading financial services careers platform, connecting top talent with top employers in the banking, asset management, fintech, and financial technology sectors. With a global presence and unmatched industry insights, we connect the world’s leading financial services talent with global leaders in this space. We are a diverse company by design. We work collaboratively, share ideas and challenge conventional thinki…",IT Jobs,
Data Analyst Career Accelerator (Tower Hamlets),ITonlinelearning Recruitment,"East London, London",37846.94,37846.94,2026-04-17T12:13:53Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Entry-Level Data Analyst Programme (Barnet),ITonlinelearning Recruitment,"Friern Barnet, North London",33897.55,33897.55,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Crash Course (Kensington and Chlsea),ITonlinelearning Recruitment,"Kensington, West London",35819.1,35819.1,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Beginner Data Analyst Bootcamp (Waltham Forest),ITonlinelearning Recruitment,"Waltham Forest, East London",43344.75,43344.75,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Bootcamp with Placement Support (Harrow),ITonlinelearning Recruitment,"Wealdstone, Harrow",38454.94,38454.94,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Comprehensive Data Analyst Training Programme (Hillingdon),ITonlinelearning Recruitment,"Cowley, Uxbridge",48174.36,48174.36,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Career Launch Programme (Hounslow),ITonlinelearning Recruitment,"Cranford, Hounslow",37565.24,37565.24,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Training Program with Job Support (Wandsworth),ITonlinelearning Recruitment,"Wandsworth, South West London",40449.52,40449.52,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Beginner Data Analyst Certification Programme (Archway),ITonlinelearning Recruitment,"Archway, North London",32579.9,32579.9,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Certified Data Analyst Training Program (Southwark),ITonlinelearning Recruitment,"Camberwell, South East London",45602.22,45602.22,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Training Programme (Hammersmith and Fulham),ITonlinelearning Recruitment,"Hammersmith, West London",37191.49,37191.49,2026-04-17T12:13:56Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Quality Analyst,Tenth Revolution Group,"London, UK",50000,60000,2026-04-17T12:30:25Z,"Data Quality Analyst - London (Hybrid) - Azure, Databricks, SQL, Power BI - Up to £55,000 This is an opportunity to join a global organisation that takes data quality seriously and sees it as essential to how the business operates and reports. The organisation continues to invest in its data platforms and governance, with a clear focus on reliability, consistency and long-term improvement. You'll be part of a Global Data Team where quality matters, collaboration is encouraged, and people are tr…",IT Jobs,permanent
Data Analyst / Civil Engineer / Geophysicists / Geoscientist,Trace Structural Investigations,"London, UK",30000,40000,2026-03-26T08:11:17Z,"Structural Investigation Data Analyst We are looking for a Structural Investigation Data Analyst to join our team at TRACE who has excellent technical report writing skills to deliver engineering-led insights for structural investigations and infrastructure projects. The role will involve interpreting GPR and NDT datasets. Ideally you will have GPR and NDT experience, if not we will provide training to get you up to speed. This is a fully remote position with no site-based work. You can be base…",Engineering Jobs,permanent
Entry-Level Data Analyst Training Program (Brent),ITonlinelearning Recruitment,"Barn Hill, North West London",36748.48,36748.48,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Entry-Level Data Analyst Training Program (Merton),ITonlinelearning Recruitment,"Wimbledon, South West London",39111.1,39111.1,2026-04-17T12:13:55Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Entry-Level Data Analyst Training Course (Enfield),ITonlinelearning Recruitment,"The Ridgeway, Enfield",34770.71,34770.71,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Online Data Analyst Training with Job Placement Support (Archway),ITonlinelearning Recruitment,"Archway, North London",29046,29046,2026-04-17T12:13:54Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Data Analyst Training Program with Employment Support (Newham),ITonlinelearning Recruitment,"East Ham, East London",35963.68,35963.68,2026-04-17T12:13:53Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Beginner's Data Analyst Pathway (Richmond upon Thames),ITonlinelearning Recruitment,"Whitton, Twickenham",30933.79,30933.79,2026-04-17T12:14:01Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Entry-Level Data Analyst Training Program (Lewisham),ITonlinelearning Recruitment,"Catford, South East London",38427.85,38427.85,2026-04-17T12:14:07Z,"Data Analyst Course Programme – Job Guarantee Included Complete online training designed to take you from zero experience to your first data analyst role. Study part-time, build fundamental skills, and get dedicated job placement support until you're hired. Flexible financing options available, with payment plans starting from as low as £142 per month. The Programme Complete this 10-week online training with just 10-15 hours per week of study time. You'll learn industry-standard tools, includin…",IT Jobs,
Workplace Data Analyst - M&G plc.,M&G plc.,"London, UK",65053.16,65053.16,2026-04-16T14:48:12Z,"Our purpose is to give everyone real confidence to put their money to work. With a heritage dating back more than 175 years, we have a long history of innovation in savings and investments, combining asset management and insurance expertise to offer a wide range of solutions. Our two distinct operating segments, Asset Management and Life, work together to provide access to balanced, long-term investment and savings solutions. Through telling it like it is, owning it now, and moving it forward t…",IT Jobs,
Market Data Analyst - Qube Research and Technologies,Qube Research and Technologies,"London, UK",35547.27,35547.27,2026-03-17T19:21:54Z,"Qube Research & Technologies (QRT) is a global quantitative and systematic investment manager, operating in all liquid asset classes across the world. We are a technology and data driven group implementing a scientific approach to investing. Combining data, research, technology, and trading expertise has shaped our collaborative mindset, which enables us to solve the most complex challenges. QRT’s culture of innovation continuously drives our ambition to deliver high quality returns for our inv…",Accounting & Finance Jobs,
Technical Systems Data Analyst - Venn Group,Venn Group,"London, UK",85839.31,85839.31,2026-04-08T00:35:59Z,"A tier 1 Investment Bank in Central London is building a new data platform to strengthen Risk and ESG reporting. It will suits a senior Technical Systems Analyst who can move confidently between architecture, data design, and hands‑on analysis, while keeping diverse stakeholders aligned. The role will provide hybrid working opportunities, and will last for an initial 9 months (with a strong opportunity of extension). Applicants must have extensive experience in the banking sector. Responsibilit…",IT Jobs,
